2022-07-04 14:22:42.2|Info|Bootstrap|Starting Lidarr - /app/lidarr/bin/Lidarr.dll - Version 1.0.2.2592
2022-07-04 14:22:42.4|Info|AppFolderInfo|Data directory is being overridden to [/config]
2022-07-04 14:22:43.0|Info|AppFolderInfo|Data directory is being overridden to [/config]
2022-07-04 14:22:43.4|Info|MigrationController|*** Migrating data source=/config/lidarr.db;cache size=-10000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3 ***
2022-07-04 14:22:43.6|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2022-07-04 14:22:43.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2022-07-04 14:22:43.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2022-07-04 14:22:43.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2022-07-04 14:22:43.7|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0481359s
2022-07-04 14:22:43.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2022-07-04 14:22:43.7|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
2022-07-04 14:22:43.7|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0779446s
2022-07-04 14:22:43.7|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrating
2022-07-04 14:22:43.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2022-07-04 14:22:43.7|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex VersionInfo (Version)
2022-07-04 14:22:43.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "UC_Version" ON "VersionInfo" ("Version" ASC)
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0033215s
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0002562s
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo AppliedOn DateTime
2022-07-04 14:22:43.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "AppliedOn" DATETIME
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0031552s
2022-07-04 14:22:43.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrated
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.008794s
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrating
2022-07-04 14:22:43.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2022-07-04 14:22:43.8|Info|FluentMigrator.Runner.MigrationRunner|=> 3.34E-05s
